7,L85110KA1994PLC016663,SUBEX-LIMITED
8,U67100MH2013PTC242390,ABCAP-TRUSTEE-COMPANY-PRIVATE-LIMITED
9,U85300MH2021NPL354506,ASDURVA-FOUNDATION
10,AAI-0857,BBC-FOODS-LLP
11,U34300DL1959PLC003160,AUTOMETERS-LTD
12,AAC-8367,ADTEK-CREATIVES-LLP
13,AAY-2687,INCEPTHINK-LLP
14,U27203UP1989PLC011040,UPEXCEL-LTD
15,AAG-7687,SUBSCRIPTIONFUN-LLP
16,U80200UP2017NPL098076,SUBHASHI-FOUNDATION
17,U21011UP1961PLC002861,SWARUP
18,U24231UP1986PTC008096,SUBRIJ
